sentence,intent,category
2만 5천 원짜리 이 케이크 주시고 3천 원 치는 다른 빵으로 교환하겠습니다,빵 주문,제과점
부모님께 선물할 케이크를 좀 골라주시겠어요?,소비자 특성에 따른 추천 요청,제과점
저희 어머니는 고구마를 안 좋아해서 다른 건요?,소비자 특성에 따른 추천 요청,제과점
호두 파이 1개 주세요,빵 주문,제과점
저희 할머니가 드실 수 있는 쿠키를 찾고 있어요,소비자 특성에 따른 추천 요청,제과점
양갱이가 어른들에게 좋을까요?,소비자 특성에 따른 추천 요청,제과점
오늘 바게트는 언제 나오나요?,빵 나오는 시간 문의,제과점
오전에 나온 바게트는 다 팔렸나요?,빵 소진 문의,제과점
바게트 말고 다른 빵 어떤 게 잘 나가요?,인기상품 문의,제과점
앙버터가 뭐예요?,빵 종류 문의,제과점
그 빵은 어딨어요?,진열위치 문의,제과점
혹시 이 빵 안에 잼이 들어있나요?,재료 문의,제과점
이 위에 뿌려진 건 아몬드인가요?,재료 문의,제과점
여기 바게트는 없나요?,빵 종류 문의,제과점
블루베리 빵이랑 아몬드 빵 계산해주세요,결제 문의요청,제과점
생크림 케이크 다른 사이즈 있나요?,제품 사이즈 문의,제과점
생크림 1호로 주세요,제품 사이즈 문의,제과점
포인트로 결제해도 되나요?,적립카드적립금 사용,제과점
치즈 케이크는 없나요?,빵 종류 문의,제과점
예약하면 내일 아침에 가져갈 수 있나요?,예약문의요청,제과점
치즈 케이크 하나 예약할게요,예약문의요청,제과점
계산 미리 하고 갈게요,결제 문의요청,제과점
테이블에서 먹고 가도 되죠?,테이블 이용 문의,제과점
제가 견과류는 못 먹어요,소비자 특성에 따른 추천 요청,제과점
크림빵은 얼마에요?,가격 문의,제과점
우유 말고 마실 거 있나요?,음료 문의주문,제과점
라테 한잔 부탁드려요,음료 문의주문,제과점
여기서 제일 잘 나가는 빵이 무엇인가요?,인기상품 문의,제과점
왕 소시지 빵 데워갈 수도 있나요?,빵 보온 요청,제과점
왕 소시지 빵 지금 나와 있는 개수가 전부인가요?,판매수량 문의,제과점
다섯 개 중 2개는 데워주시고 3개는 그냥 주시겠어요?,빵 보온 요청,제과점
혹시 지금 옥수수 식빵은 다 나갔나요?,빵 소진 문의,제과점
우유 식빵은 남아 있나요?,빵 소진 문의,제과점
우유 식빵 2개만 가져다주세요,빵 주문,제과점
혹시 내일 옥수수 식빵 몇 시쯤 들어와요?,빵 나오는 시간 문의,제과점
혹시 두 개만 미리 계산하고 내일 찾으러 와도 될까요?,예약문의요청,제과점
생일 케이크 좀 보여주세요,빵 종류 문의,제과점
치즈 무스 케이크 있어요?,빵 종류 문의,제과점
그럼 오리지널로 주세요,빵 주문,제과점
바게트 언제 나와요?,빵 나오는 시간 문의,제과점
깜빠뉴는 어디 있어요?,진열위치 문의,제과점
깜빠뉴는 얼마에요?,가격 문의,제과점
이거보다 작은 건 없나요?,제품 사이즈 문의,제과점
커팅 된 거 하나만 포장해주세요,빵 주문,제과점
호두 식빵 어디 있나요?,진열위치 문의,제과점
호두 식빵은 오늘 나온 거예요?,갓 구운 빵 문의요청,제과점
"지난번에 왔을 때, 야채 크로켓이 있었는데 오늘은 없나 봐요?",빵 소진 문의,제과점
맛있는 크로켓은 없나요?,빵 추천 요청,제과점
새우 크로켓 한번 먹어볼게요,빵 주문,제과점
사각 쿠키는 한 박스에 얼마인가요?,가격 문의,제과점
쿠키는 몇 개 이상 사야 하죠?,판매수량 문의,제과점
"사각 쿠키, 한 박스에 몇 개가 들었죠?",판매수량 문의,제과점
저 동그란 쿠키는 가격이 어떻게 되나요?,가격 문의,제과점
사각 쿠키로 20박스 주세요,빵 주문,제과점
피스타치오 쿠키 있나요?,빵 외 기타 제품군 문의주문,제과점
피스타치오는 오늘 더 안 나오나요?,재료소진시 운영 문의,제과점
다른 제품 뭐가 유명해요?,인기상품 문의,제과점
그걸로 한 상자 주세요,빵 주문,제과점
카드 결제되나요?,카드결제,제과점
마들렌 무슨 맛이 있어요?,빵 외 기타 제품군 문의주문,제과점
마들렌은 얼마인가요?,가격 문의,제과점
마들렌은 선물 포장되나요?,선물용 포장 문의요청,제과점
2개씩 포장해 주세요,포장 요청,제과점
마들렌은 내일모레 먹어도 괜찮아요?,유통기한 문의,제과점
할인하는 빵은 없어요?,할인제품 문의,제과점
다른 할인은 안 하나요?,할인제품 문의,제과점
케이크 하나 포장해주시겠어요?,빵 주문,제과점
오늘의 빵은 뭐예요?,빵 종류 문의,제과점
햄 치즈 루콜라 샌드위치 두 개 주세요,빵 주문,제과점
포크랑 나이트도 넣어주실 수 있나요?,부가물품 문의,제과점
제일 잘 나가는 빵이 뭔가요?,인기상품 문의,제과점
바게트 시식 가능한가요?,시식문의,제과점
맛이 괜찮아서 구매하고 싶은데 썰어도 주시나요?,빵 분리 요청문의,제과점
포인트 카드도 있나요?,적립 문의,제과점
고구마케이크 있어요?,빵 종류 문의,제과점
고구마 케이크 가격은 얼마예요?,가격 문의,제과점
젤 큰 고구마 케이크는 얼마예요?,가격 문의,제과점
젤 작은 고구마 케이크는 얼마예요?,가격 문의,제과점
고구마케이크 젤 큰 걸로 주문할게요,빵 주문,제과점
"사장님, 여기 식빵은 어디 있어요?",진열위치 문의,제과점
식빵은 뭐가 제일 잘 나가요?,인기상품 문의,제과점
페이스트리 식빵 통으로 되어있는데 잘라주시나요?,빵 분리 요청문의,제과점
페이스트리 식빵 하나 잘라주세요,빵 분리 요청문의,제과점
포인트 적립해주세요,적립 요청,제과점
팥빵 있나요?,빵 종류 문의,제과점
팥빵 계산해주세요,빵 주문,제과점
팥빵 2개씩 봉투에 담아주실 수 있나요?,포장 요청,제과점
결제는 카드로 하겠습니다,결제 문의요청,제과점
오늘 치아바타 나왔나요?,빵 나오는 시간 문의,제과점
잠시 좀 둘러볼게요,기타 요청,제과점
할라피뇨 치즈도 있네요?,빵 종류 문의,제과점
저 그럼 치아바타 두 개랑 할라피뇨 치즈 두 개 포장해 주세요,빵 주문,제과점
식빵 있어요?,빵 종류 문의,제과점
우유 식빵은 오늘 만든 거 맞나요?,갓 구운 빵 문의요청,제과점
슈크림 빵은 얼마에요?,가격 문의,제과점
동물성 생크림을 사용했나요?,재료 문의,제과점
슈크림 빵은 맛있어요?,빵 종류 문의,제과점
여기 피자 빵 1개 얼마인가요?,가격 문의,제과점
차 가지고 나왔는데 주차는 어디다 하면 되나요?,주차장 문의,제과점
주차 도장 찍어 주시나요?,주차증 발행 요청,제과점
여기 몇 시까지 영업하나요?,문 닫는 시간 문의,제과점
여기 화장실이 어디 있나요?,화장실 문의,제과점
케이크 추천 좀 해주세요,빵 추천 요청,제과점
딸기 시폰 케이크로 주세요,빵 주문,제과점
단팥빵 어디 있나요?,진열위치 문의,제과점
여기 단팥빵에 다른 뭐가 들어갔나요?,재료 문의,제과점
이 단팥빵은 언제까지 먹을 수 있나요?,유통기한 문의,제과점
케이크도 판매하시나요?,빵 종류 문의,제과점
카카오 페이로 결제해도 되죠?,삼성페이카카오페이 문의,제과점
케이크 중 어떤 게 인기 있나요?,인기상품 문의,제과점
4명이서 먹을 수 있는 크기예요?,제품 사이즈 문의,제과점
포장 부탁드려요,포장 요청,제과점
포인트 카드 적립해주세요,적립 요청,제과점
생크림 케이크 이걸로 하나 주세요,빵 주문,제과점
호두 식빵하고 감자 크로켓 있나요?,빵 종류 문의,제과점
식빵 어떤 종류가 있나요?,빵 종류 문의,제과점
통밀 식빵 한 개하고 감자 크로켓 5개 주세요,빵 주문,제과점
제휴 할인 부탁합니다,제휴할인 요청,제과점
카드 여기 있습니다,카드결제,제과점
빵 종류 중 무엇이 제일 잘나가요?,인기상품 문의,제과점
팥빵은 지금 없나요?,빵 소진 문의,제과점
바게트는 잘라 줄 수 있나요,빵 분리 요청문의,제과점
할인 카드 적용되었나요,할인카드 문의,제과점
포인트 적립해주세요,적립 요청,제과점
맛있는 냄새가 나는데 지금 빵이 나왔어요?,갓 구운 빵 문의요청,제과점
요즘 어떤 식빵이 잘 나가요?,인기상품 문의,제과점
너무 달지 않은 빵 좀 추천해 주실 수 있나요?,빵 추천 요청,제과점
계산 좀 해주세요,결제 문의요청,제과점
케이크 사면 글씨 써 준다고 해서 왔는데 맞나요?,케이크 메세지 문의,제과점
생크림 케이크로 주세요,빵 주문,제과점
초가 너무 많아서 속상해하실 것 같죠?,케이크 초 요청,제과점
케이크 종류 이것들밖에 없나요?,빵 종류 문의,제과점
이 케이크로 주세요,빵 주문,제과점
초도 챙겨주세요,케이크 초 요청,제과점
혹시 포인트로 결제 가능한가요?,포인트 사용 문의,제과점
조리 빵은 어디에 있나요?,진열위치 문의,제과점
크림치즈랑 소시지 합쳐진 건 다 팔렸나요?,빵 소진 문의,제과점
빵은 주로 언제 나와요?,빵 나오는 시간 문의,제과점
마늘 바게트 하나 주세요,빵 주문,제과점
식빵 다 나갔나요?,빵 소진 문의,제과점
보통 식빵 나오는 시간이 언제예요?,빵 나오는 시간 문의,제과점
혹시 타종 식빵도 판매하나요?,빵 종류 문의,제과점
이 잼은 어떻게 달라요?,빵 외 기타 제품군 문의주문,제과점
많이 달지 않은 잼도 파나요?,맛에 대한 문의요청,제과점
케이크 예약할 수 있나요?,예약문의요청,제과점
생크림 케이크요,빵 주문,제과점
내일 12시에 찾으러 오겠습니다,재방문 의사,제과점
외국 과자 있나요?,빵 외 기타 제품군 문의주문,제과점
과자는 뭐가 제일 잘 나가나요?,인기상품 문의,제과점
아이들에게 사줄 건데 초콜릿이랑 뭐가 좋을까요?,소비자 특성에 따른 추천 요청,제과점
종류별로 따로 포장 가능할까요?,포장 요청,제과점
현금으로 계산할 거라 현금영수증 부탁드려요,현금영수증 발급 요청,제과점
케이크 종류는 이 게 다인가요?,빵 종류 문의,제과점
케이크 몇 시에 또 나오나요?,빵 나오는 시간 문의,제과점
케이크는 예약도 가능한가요?,예약문의요청,제과점
여기 이 케이크로 주세요,빵 주문,제과점
케이크 예약했는데요?,예약문의요청,제과점
생크림 케이크 21호 얼마인가요?,가격 문의,제과점
도넛 있나요?,빵 종류 문의,제과점
모카빵 있나요?,빵 종류 문의,제과점
혹시 모카빵에 건포도가 들어있나요?,재료 문의,제과점
제가 건포도를 못 먹는데 빼 주실 수 있나요?,기타 요청,제과점
건포도 못 먹는 저 같은 사람에게 어떤 빵이 괜찮아요?,소비자 특성에 따른 추천 요청,제과점
빵 종류 상관없이 열 개 만 원이에요?,할인제품 문의,제과점
행사는 언제까지 하는 거예요?,할인제품 문의,제과점
전부 한 개씩 주세요,빵 주문,제과점
초코칩 쿠키가 있나요?,빵 외 기타 제품군 문의주문,제과점
초코가 들어간 다른 종류는 없을까요?,빵 외 기타 제품군 문의주문,제과점
마카롱은 얼마에요?,가격 문의,제과점
초코 마카롱으로 5개 살게요,빵 외 기타 제품군 주문,제과점
꿀 식빵 있나요?,빵 종류 문의,제과점
오후엔 몇 시에 오면 꿀 식빵 살 수 있나요?,빵 나오는 시간 문의,제과점
꿀 식빵 말고 다른 건 뭐가 잘 나가요?,인기상품 문의,제과점
오늘은 애플파이를 사가야겠어요,빵 주문,제과점
포인트랑 통신사 할인 동시에 되나요?,할인카드 문의,제과점
영업하신지 오래되셨나요?,매장운영 문의,제과점
빵이 이렇게 다양해요?,빵 종류 문의,제과점
가장 자신 있는 빵은 무엇인가요?,대표상품 문의,제과점
페이스트리 하나 주세요,빵 주문,제과점
우유랑 같이 먹을까요?,음료 문의주문,제과점
생크림 케이크 있나요?,빵 종류 문의,제과점
초코케이크로 포장해주세요,빵 주문,제과점
폭죽 3개 주실 수 있나요?,케이크 부품 문의,제과점
카드 여기 있습니다,카드결제,제과점
예약한 케이크 가지러 왔어요,예약문의요청,제과점
초는 큰 거 3개 작은 거 1개로 부탁드려요,케이크 초 요청,제과점
이 빵 먹어봐도 돼요?,시식문의,제과점
무슨 빵이에요?,빵 종류 문의,제과점
곰보빵에 크림 넣을 수 있나요?,재료 문의,제과점
우유 한 팩이랑 곰보빵이랑 같이 주세요,빵 주문,제과점
베이글 샌드위치는 아직 안 나왔나요?,빵 나오는 시간 문의,제과점
베이글 샌드위치는 만드는 데 오래 걸리나요?,빵 나오는 시간 문의,제과점
미리 계산하면서 현금영수증 만들게요,현금영수증 발급 요청,제과점
이 빵은 오늘 만든 거예요?,빵 나오는 시간 문의,제과점
전일 빵 할인하는 건 없나요?,할인제품 문의,제과점
곰보빵 하나랑 저기 슈크림 빵 포장된 거 하나 주세요,빵 주문,제과점
여기 카드요,카드결제,제과점
케이크 어디 있나요?,진열위치 문의,제과점
"케이크, 작은 것도 있나요?",제품 사이즈 문의,제과점
초콜릿 케이크로 주세요,빵 주문,제과점
케이크는 어디에 있나요?,진열위치 문의,제과점
케이크는 가격이 어떻게 되나요?,가격 문의,제과점
여기 큰 초코 케이크는 얼마인가요?,가격 문의,제과점
초 30개랑 케이크 부탁드려도 될까요?,케이크 초 요청,제과점
초는 큰 거 2개 작은 거 10개로 준비 가능한가요?,케이크 초 요청,제과점
여기서 제일 잘 나가는 빵이 뭐죠?,인기상품 문의,제과점
부추 빵은 가격이 어떻게 되죠?,가격 문의,제과점
부추 빵은 부추 이외에 뭐가 들어가 있죠?,재료 문의,제과점
혹시 한 조각 시식해봐도 될까요?,시식문의,제과점
부추 빵 다섯 개 주세요,빵 주문,제과점
꽈배기가 다 떨어졌네요?,빵 소진 문의,제과점
매머드 빵은 있나요?,빵 종류 문의,제과점
마카롱은 한 개에 얼마인가요?,가격 문의,제과점
매머드 빵이랑 딸기맛 마카롱 하나 주세요,빵 주문,제과점
방금 나온 빵 있나요?,갓 구운 빵 문의요청,제과점
영양 식빵은 가격이 어떻게 되죠?,가격 문의,제과점
영양 식빵에는 무엇무엇이 들어가 있나요?,재료 문의,제과점
혹시 이거 열 조각으로 잘라주실 수 있나요?,빵 분리 요청문의,제과점
생크림 케이크 하나 주세요,빵 주문,제과점
어디 통신사 할인돼요?,통신사할인 문의요청,제과점
SK 할인해주시고 해피포인트 적립해주세요,통신사할인 문의요청,제과점
"계산은 현금으로 할게요, 현금영수증 해주세요",현금영수증 발급 요청,제과점
생일 케이크를 사려고 하는데 어떤 게 좋을까요?,빵 추천 요청,제과점
생크림 케이크는 얼마죠?,가격 문의,제과점
결제는 포인트 사용해도 되나요?,포인트 사용 문의,제과점
곰보빵 있나요?,빵 종류 문의,제과점
곰보빵 지금 나왔나요?,빵 나오는 시간 문의,제과점
여기 있는 묶음 빵은 얼마인가요?,가격 문의,제과점
생크림 케이크 1호 한 개 주세요,빵 주문,제과점
생일 케이크 예약 주문 가능한가요?,예약문의요청,제과점
케이크 어디에 있나요?,진열위치 문의,제과점
케이크 사이즈 큰 거도 있나요?,제품 사이즈 문의,제과점
이 케이크 하나 주세요,빵 주문,제과점
아이들이 어떤 빵을 좋아할까요?,소비자 특성에 따른 추천 요청,제과점
"아이들이 먹을 빵, 추천 부탁드려요",소비자 특성에 따른 추천 요청,제과점
크림빵은 만든 지 얼마 안 된 빵인가요?,갓 구운 빵 문의요청,제과점
크림빵 다섯 개 포장해주세요,빵 주문,제과점
아저씨 여기 귤 이거는 어디꺼예요?,원산지 문의,청과물
제주도예요? 요거 혹시 새콤하고 이런 건 아니예요?,과일당도 문의,청과물
"조금 가격이 다 틀리네, 그지예?",가격 차이에 대한 문의,청과물
이거 킬로 수는 차이나는 게 아니구예?,용량 문의,청과물
요게 몇키로라구예?,용량 문의,청과물
요거랑 앞에 꺼랑 똑같은 거예요?,제품비교,청과물
딸기는 얼마에요?,가격 문의,청과물
요거는 19000원이에요? 양은 어때요?,용량 문의,청과물
이거는 어디껀데요? 딸기는요,원산지 문의,청과물
"다 고령꺼예요? 음 고령께 맛있잖아. 저게 더 맛있겠지, 아무래도 비싼 거 그죠?",제품비교,청과물
딸기가 얼마라고예?,가격 문의,청과물
아주머니 요 사과는 어디 껍니까 ?,원산지 문의,청과물
요거 앞에 꺼는 한 박스에 얼맙니까?,판매단위별 가격 문의,청과물
뒤에 꺼하고 다 똑같아예? 선물용이다 그지예?,선물용 문의주문,청과물
몇 개 들었어예?,판매단위 입수량 문의,청과물
요거는 개수가 한 개 적네?,판매단위 입수량 문의,청과물
"선물용으로 괜찮네, 그지예?",선물용 문의주문,청과물
요거는 뭡니까? 귤도 아니고,판매상품 문의,청과물
천혜향이에요? 요거는 얼마에요?,판매단위별 가격 문의,청과물
천혜향이 3만 원이면은 이거는 싼 편 아닌가?,가격 비교,청과물
이거는 뭐에요?,판매상품 문의,청과물
천혜향이 좀 시큼한 맛 많이 안 나요?,맛 문의,청과물
알이 요거 되게 크다 그죠?,제품비교,청과물
"제주도에서 오는 거다, 그지?",원산지 문의,청과물
요거는 원산지가 어디에요?,원산지 문의,청과물
상주가 곶감이 유명하잖아. 이게 3만원예?,가격 비교,청과물
이거 냉동해놔도 되고 그지예?,보관방법 문의,청과물
이거 다섯 상자 하면 배달해 줍니까?,배달 문의요청,청과물
의논해 보고 주문해도 되지요?,일반형(제품명) 주문,청과물
다른 집보다 싸요?,가격 문의,청과물
여기꺼는 다 맛있다 그 말이지요?,맛 문의,청과물
포장도 직접 하신 거에요?,포장 문의,청과물
이건 얼마에요?,가격 문의,청과물
하나에 4천원이요? 차라리 저게 낫지 않아요?,가격 비교,청과물
이거 천혜향이에요?,판매상품 문의,청과물
한 소쿠리에 얼마에요?,판매단위별 가격 문의,청과물
귤은 얼마에요?,가격 문의,청과물
천혜향은 없어요?,찾는과일 문의,청과물
박스로는 얼마에요?,판매단위별 가격 문의,청과물
좀 저렴한 거는 없어요?,싸게파는 물건 문의,청과물
이거랑 이게 물건이 다른가요?,제품비교,청과물
딸기는 얼마에요?,가격 문의,청과물
바나나 이건 얼마에요?,가격 문의,청과물
딸기 큰 거는 얼마에요?,가격 문의,청과물
이건 얼마나 오래 두고 먹을 수 있어요?,보관기간 문의,청과물
배는 명절 전보다 가격이 내렸죠?,가격 문의,청과물
이거 한 박스에 얼만에요?,판매단위별 가격 문의,청과물
여기 몇 시부터 몇 시까지 문여세요?,오픈시간 문의,청과물
일요일도 하세요?,공휴일 영업 문의,청과물
배달도 하세요?,배달 문의요청,청과물
배달 어디까지 해주세요? 먼 곳도 되요?,배달조건 문의,청과물
그럼 퀵비는 저희가 내야하나요?,배달비 문의,청과물
상품권은 뭐뭐 돼요?,상품권 사용 가능여부,청과물
백화점 상품권도 돼요?,상품권 사용 가능여부,청과물
딸기 어떻게 팔아요?,판매단위별 가격 문의,청과물
가격이 다른 이유가 뭐에요?,가격 차이에 대한 문의,청과물
참외는 얼마에요?,가격 문의,청과물
오래 두고 먹어도 돼요?,섭취기한 문의,청과물
오래 두면 무르지 않아요?,보관기간 문의,청과물
키위는 얼마에요?,가격 문의,청과물
두 통 사면 할인되는 거 없어요?,할인 문의,청과물
토마토는 한 통에 얼마에요?,가격 문의,청과물
사과는 낱개로 어떻게 팔아요?,판매단위별 가격 문의,청과물
오늘 따서 갖고 오신 거에요?,입고일 문의,청과물
배 제일 큰 건 얼마에요?,가격 문의,청과물
가게문은 몇 시에 여세요?,오픈시간 문의,청과물
일요일도 계셔요?,공휴일 영업 문의,청과물
할인되는 제품은 없어요?,할인 문의,청과물
이렇게 쬐끄만 건 어디서 나와요?,원산지 문의,청과물
감 한 줄에 얼마에요?,판매단위별 가격 문의,청과물
감은 두 종류 밖에 없어요?,제품종류 문의,청과물
이건 깎아서 먹나요?,섭취방법 문의,청과물
어떻게 세척해요?,제품 손질법 문의,청과물
포도는 얼마에요? 이거 거봉이지요?,가격 문의,청과물
거봉 포도가 겨울에도 나와요?,원산지 문의,청과물
수입이이어도 가격이 싸지는 않네요?,가격 비교,청과물
사과는 낱개로 얼마에요?,판매단위별 가격 문의,청과물
귤은 얼마에요?,가격 문의,청과물
여기는 몇 시에 가게문을 여세요?,오픈시간 문의,청과물
일요일에도 영업하세요?,공휴일 영업 문의,청과물
레몬 있어요?,찾는과일 문의,청과물
토마토 이건 얼마에요?,가격 문의,청과물
귤이 종류가 많은데 어느 게 달아요?,과일당도 문의,청과물
이건 얼마에요?,가격 문의,청과물
귤은 이제 거의 끝물이지요?,수확일 문의,청과물
제주도 거죠?,원산지 문의,청과물
토마토는 한 박스에 얼마에요?,판매단위별 가격 문의,청과물
한 박스에 몇 개 들어있어요?,판매단위별 가격 문의,청과물
낱개로 사는 거 보다 싼가요?,판매단위별 가격 문의,청과물
속이 싱싱해야 되는데 한 번 볼 수 있어요?,제품상태 확인 요청,청과물
가게 앞에 주차해도 되요?,주차 문의,청과물
스티커 안 끊겨요?,주차 문의,청과물
딸기는 얼마에요?,가격 문의,청과물
세일 하시는거에요?,할인 문의,청과물
코다리 얼마에요?,가격 문의,청과물
이건 어떻게 요리해요?,제품 조리법 문의,청과물
찜이면 콩나물이랑 양념 넣고 그냥 찌면 되나요?,제품 조리법 문의,청과물
이건 국산이에요?,원산지 문의,청과물
양배추는 얼마에요?,가격 문의,청과물
양배추 국산이에요?,원산지 문의,청과물
이건 얼마에요?,가격 문의,청과물
지금 채소 세일해요?,할인 문의,청과물
이거 진미채에요?,판매상품 문의,청과물
얼마에요?,가격 문의,청과물
여기 과일만 파는 가게 아니었어요?,취급하는 제품 문의,청과물
이렇게 해서 총 얼마에요?,가격 문의,청과물
사과는 얼마씩 해요?,가격 문의,청과물
귤은 얼마에요?,가격 문의,청과물
낱개로도 팔아요?,판매단위 문의,청과물
귤 달아요?,과일당도 문의,청과물
이건 무슨 부각이에요?,판매상품 문의,청과물
한 봉지에 얼마에요?,판매단위별 가격 문의,청과물
사과가 아직도 비싸네요?,가격 변동(오름내림) 문의,청과물
명절이 다가와서 비싼가요?,가격 변동(오름내림) 문의,청과물
딴 과일은 없어요?,판매상품 문의,청과물
일단은 이것만 계산해주세요.,결제요청,청과물
감은 얼마씩 하나요?,가격 문의,청과물
이거 단감이지요? 달아요?,과일당도 문의,청과물
사과 박스째로는 얼마에요?,판매단위별 가격 문의,청과물
3만원짜리 한 박스에는 몇 개쯤 들어 있어요?,판매단위별 가격 문의,청과물
사과는 얼마씩 해요?,판매단위별 가격 문의,청과물
크기에 따라 가격이 다른가요?,가격 비교,청과물
사장님이 직접 농사지은 거예요?,제품 조달처 문의,청과물
귤은 한 박스에 얼마에요?,판매단위별 가격 문의,청과물
여기다 차 대는 거 걱정 안 해도 되요?,주차 문의,청과물
밤은 한 되에 얼마에요?,가격 문의,청과물
딸기는요?,가격 문의,청과물
사장님은 어디서 이렇게 좋은 딸기를 떼 오세요?,제품 조달처 문의,청과물
제사상에 한라봉도 올리나요?,용도에 따른 식품 문의,청과물
천혜향 얼마에요?,판매상품 문의,청과물
천혜향하고 한라봉은 맛이 다른가요?,맛 비교,청과물
사과는 한 박스에 얼마에요?,판매단위별 가격 문의,청과물
배도 한 상자에 사만오천원이에요?,판매단위별 가격 문의,청과물
선물하기에는 배가 더 나아요? 사과가 더 나아요?,선물용 문의주문,청과물
이건 얼마에요?,가격 문의,청과물
한 개에 오천 원이에요?,가격 문의,청과물
딸기는 어디 있어요?,찾는과일 문의,청과물
딸기 얼마씩 해요?,가격 문의,청과물
키위는 얼마에요?,가격 문의,청과물
딸기 저거 두 개가 다인가요?,찾는과일 문의,청과물
물건은 싱싱하지요?,신선도 문의,청과물
배는 한 상자에 얼마씩 해요?,판매단위별 가격 문의,청과물
보통 선물하면 배를 많이 해요 사과를 많이해요?,선물용 문의주문,청과물
사과는 얼마에요?,판매단위별 가격 문의,청과물
천혜향은 한 박스에 얼마에요?,판매단위별 가격 문의,청과물
천혜향은 맛이 괜찮아요? 한라봉보다 낫죠?,맛 비교,청과물
체리는 국산 아니죠?,원산지 문의,청과물
토마토는 얼마씩 해요?,가격 문의,청과물
딸기는 얼마에요?,가격 문의,청과물
딸기 달아요?,과일당도 문의,청과물
바나나는 얼마씩 해요?,가격 문의,청과물
이건 불량인가봐요?,상품 상태 문의,청과물
고당도 한라봉은 박스에 얼마씩 해요?,고품질 제품 주문,청과물
제주도에서 온 거 맞지요?,원산지 문의,청과물
차를 요 앞에 주차해도 되요?,주차 문의,청과물
여기 가게 이름이 뭐예요?,가게이름 문의,청과물
포도는 얼마씩 해요?,가격 문의,청과물
왜 이게 더 비싸요?,가격 비교,청과물
토마토는 얼마에요?,가격 문의,청과물
밀감은 얼마에요?,가격 문의,청과물
밀감 달아요?,과일당도 문의,청과물
"사장님, 사과는 박스로 얼마에요?",판매단위별 가격 문의,청과물
지난 설 때보다 가격이 내린거죠?,가격 변동(오름내림) 문의,청과물
배는 얼마에요?,가격 문의,청과물
배는 잘못 사면 맛이 없는데 이건 어때요?,품질 문의,청과물
배는 얼마에요?,가격 문의,청과물
사과가 더 비싸요?,가격 비교,청과물
몇 킬로짜리가 있어요?,판매단위 문의,청과물
사과 10kg짜리는 얼마에요?,가격 문의,청과물
이 사과는 종류가 뭐에요?,제품종류 문의,청과물
요즘 과일 값이 왜 이리 비싸요?,가격 변동(오름내림) 문의,청과물
온누리 상품권도 받으세요?,상품권 사용 가능여부,청과물
이거 물고구마인가요?,판매상품 문의,청과물
너무 질척하진 않아요?,상품 상태 문의,청과물
귤은 한 소쿠리에 얼마에요?,판매단위별 가격 문의,청과물
어지간한 건 다 있네요?,취급하는 제품 문의,청과물
생선은 냉동만 있어요?,생물냉동 문의,청과물
냉동이라 그런가 종류는 많네요?,취급하는 제품 문의,청과물
저건 양념이 다 되있는 건가요?,양념제품 문의,청과물
포도는 얼마씩 해요?,가격 문의,청과물
이것도 가격은 똑같은가요?,가격 비교,청과물
왜 이게 더 비싸요?,가격 비교,청과물
토마토는 얼마에요?,가격 문의,청과물
밀감은 얼마에요?,가격 문의,청과물
이거 단감이에요?,가격 문의,청과물
사장님 저거 박스는 얼마씩 해요?,판매상품 문의,청과물
지난 설 때보다 가격이 내린 건가요?,가격 변동(오름내림) 문의,청과물
현금으로 드려야 하나요?,결제수단 문의,청과물
배는 얼마에요?,가격 문의,청과물
요새 배가 별로던데 이 배 상태는 어때요?,품질 문의,청과물
레몬은 없어요?,찾는과일 문의,청과물
귤은 없어요?,찾는과일 문의,청과물
귤이 아직 나오는게 있던데요?,찾는과일 문의,청과물
레몬은 왜 없어요?,찾는과일 문의,청과물
오렌지만 있는 거에요?,판매상품 문의,청과물
레몬을 어딜 가야 살 수 있어요?,찾는과일 문의,청과물
이제 레몬은 안 파시는 거에요?,찾는과일 문의,청과물
수박은 얼마에요?,가격 문의,청과물
저거보다 작은 건 없어요?,제품비교,청과물
요즘은 수박이 많이 안 나오나봐요?,제철 과일나물 문의,청과물
파인애플은 까놓은 거 있어요?,손질 과일 문의,청과물
파일애플 생거는요?,찾는과일 문의,청과물
고기 재울 때 파인애플 꼭 넣어야 하나요?,제품의 사용용도,청과물
이 근처에 파인애플 팔 만한 다른 가게는 없어요?,찾는과일 문의,청과물
요즘 나오는 수박은 냉동 보관한 거예요? 아니면 하우스에서 나오는 거예요?,재배방식 문의,청과물
하우스라 그런가 수박이 너무 비싸네요?,가격 문의,청과물
파인애플 까놓은 거 있어요?,손질 과일 문의,청과물
부탁하면 파인애플을 까 주시기도 하나요?,손질 과일 문의,청과물
까놓은 파인애플은 전부 손으로 까는 거에요?,손질 과일 문의,청과물
파인애플이 국산도 있어요?,원산지 문의,청과물
파인애플 수입은 다 맛있어요?,원산지 문의,청과물
파인애플 값 얼마 드리면 되요?,가격 문의,청과물
과일 말고 다른 것도 파세요?,취급하는 제품 문의,청과물
이 꿀은 얼마에요?,가격 문의,청과물
귤  한 박스에 얼마에요?,판매단위별 가격 문의,청과물
굵은 귤하고 잔 귤하고 어느 게 더 맛있어요?,제품비교,청과물
제주도산 맞아요?,원산지 문의,청과물
이건 너무 잘지 않아요?,상품 상태 문의,청과물
소쿠리에 저건 얼마에요?,가격 문의,청과물
