sentence,intent,category
우동전골도 있네 이건 좀 매운거죠?,맛에대한질문,홀서빙음식점
이거는 카레가 들어가 보이는 돈까츠카레죠?,메뉴판에있는음식에대한질문,홀서빙음식점
그냥 우동 하나만 주세요,식사주문,홀서빙음식점
여기 포장 되는 것도 있죠?,포장주문문의,홀서빙음식점
우동은 어차피 포장 안 되잖아예,포장주문문의,홀서빙음식점
여기 부타야끼초밥이 뭐예요?,메뉴판에있는음식에대한질문,홀서빙음식점
소고긴가?,식재료문의,홀서빙음식점
요거 음식 나오는데 몇 분 정도 걸려요?,주문메뉴대기시간문의,홀서빙음식점
여기 단무지 조금 더 주실 수 있어요?,추가반찬요청,홀서빙음식점
혹시 현금영수증 해줄 수 있어요?,현금영수증발행요청,홀서빙음식점
여기 혹시 가게 주차장 있어요? 뒤에 대면 되는가예 건물 뒤편에?,주차공간문의,홀서빙음식점
여기 앉으면 돼요?,빈자리문의,홀서빙음식점
저희 주문하께요,식사주문문의,홀서빙음식점
동태탕 요거는 1인분이에요?,메뉴판에있는음식에대한질문,홀서빙음식점
따로따로 나오는 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
생태가 아니고 동태인 거죠?,냉동인지생물인지문의,홀서빙음식점
동태탕 작은 걸로 그냥 주세요,식사주문,홀서빙음식점
차는 여기 앞에 세워놔도 돼요?,주차공간문의,홀서빙음식점
이거 좀 많이 매워요?,맛에대한질문,홀서빙음식점
오징어 초무침은 많이 새그러워예?,메뉴판에있는음식에대한질문,홀서빙음식점
간제비는 뭐죠? 가자미에요?,메뉴판에있는음식에대한질문,홀서빙음식점
김치는 날마다 담나 보죠?,재료의신선도문의,홀서빙음식점
이거 끓은 건 먹으면 돼요?,먹는방법문의,홀서빙음식점
여기 몇 시까지 영업해요?,클로징시간문의,홀서빙음식점
모임 하려면은 방이 예약 가능해요?,예약문의,홀서빙음식점
그면 당일에 예약해야 돼요?,예약문의,홀서빙음식점
이거 밥값 포함된 거예요 17000원에?,밥포함여부문의,홀서빙음식점
여기 앉으면 되나요?,빈자리문의,홀서빙음식점
여기는 어떤 게 맛있어요?,메뉴추천요청,홀서빙음식점
낙지 부대찌개는 어떤 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
낙지는 생낙지에요?,냉동인지생물인지문의,홀서빙음식점
김치콩나물국밥 콩나물 국밥 종류가 많네요 이거는 만두해물순두부다 그죠?,메뉴판에있는음식에대한질문,홀서빙음식점
이거 맵지 않아요?,맛에대한질문,홀서빙음식점
낙지 한 마리 순두부는 2인분 시켜야 돼요?,메뉴판에있는음식에대한질문,홀서빙음식점
많이 매워요?,맛에대한질문,홀서빙음식점
해물순두부는 같은 건데 낙지만 들어가는 거예요?,두메뉴의차이에대한질문,홀서빙음식점
너무 안 더워요?,냉난방시설문의,홀서빙음식점
화장실이 어디예요?,화장실문의,홀서빙음식점
오늘 일요일도 영업하네요?,휴일문의,홀서빙음식점
여기 주차할 데는 없죠?,주차공간문의,홀서빙음식점
뚝배기가 뜨거워서 그런데 다른 데에 담아줄 수 있어요?,다른그릇요청,홀서빙음식점
다 뚝배기면  앞접시 주세요,앞접시요청,홀서빙음식점
주문 들어갔어요?,식사주문확인,홀서빙음식점
여기 물수건 있어요?,넵킨물수건요청,홀서빙음식점
너무 펄펄 끓는데 이쪽으로 덜어와야 되나?,먹는방법문의,홀서빙음식점
계산할게요,계산서요청,홀서빙음식점
곱창전골이 그냥 찌개다 그죠?,메뉴판에있는음식에대한질문,홀서빙음식점
그거 2인분 하고 환타 있나요?,음료술문의,홀서빙음식점
지난주 일요일에 오니까 문 닫겼대요?,휴일문의,홀서빙음식점
포장되죠?,포장문의,홀서빙음식점
포장도 2인분 해주시고요 사리는 어묵 주세요,새음식포장요구,홀서빙음식점
사리가 또 뭐 있죠?,메뉴문의,홀서빙음식점
너무 매우면 안 되는데 별로 안 맵죠?,맛에대한질문,홀서빙음식점
우리가 불 켜야 돼요?,서빙범위문의,홀서빙음식점
숟가락 여기 있다 그죠?,수저요청,홀서빙음식점
이거 넣어도 돼요?,먹는방법문의,홀서빙음식점
우리 간장 주세요,양념소스요구,홀서빙음식점
밥도 주세요 밥 2개요,식사추가주문,홀서빙음식점
여기 환타 하나 주세요,음료술주문,홀서빙음식점
사이다 주세요,음료술주문,홀서빙음식점
계산할게요,계산서요청,홀서빙음식점
포장했던 거는 냉장고에 언제까지 넣고 먹으면 돼요?,유통기한문의,홀서빙음식점
메뉴판 보는 건 없어요?,메뉴판요청,홀서빙음식점
여기 주문할게요,식사주문,홀서빙음식점
여기 매생이 굴국밥은 매생이 많이 들어가요?,메뉴판에있는음식에대한질문,홀서빙음식점
많이 없었으면 좋겠는데,특정재료첨삭요청,홀서빙음식점
네 하나는 적게 넣고 하나는 적당히 넣고 매생이 굴국밥 두 개 주세요,특정재료첨삭요청,홀서빙음식점
이게 앞접시에요?,앞접시요청,홀서빙음식점
이거 너무 뜨거운 거 아닌가요?,음식온도에대한컴플레인,홀서빙음식점
화장실 어디에요?,화장실문의,홀서빙음식점
주차는 이 앞에서 하면 돼요?,주차공간문의,홀서빙음식점
밥은 안 나와요?,밥포함여부문의,홀서빙음식점
고추장아찌 좀 더 주실래요?,추가반찬요청,홀서빙음식점
계산할게요,계산서요청,홀서빙음식점
영수증 주세요,영수증요청,홀서빙음식점
오픈한지 얼마 됐어요?,영업기간문의,홀서빙음식점
혼잔데 여기 앉으면 돼요?,빈자리문의,홀서빙음식점
메뉴판이 이거예요?,메뉴판요청,홀서빙음식점
지금 순대전골은 1인분은 안 되죠?,메뉴판에있는음식에대한질문,홀서빙음식점
순대볶음은 밥이랑 먹는 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
1인분 되는 건 뭐예요?,메뉴추천요청,홀서빙음식점
여기 순대국밥 하나만 주세요,식사주문,홀서빙음식점
밥도 같이 주나요?,밥포함여부문의,홀서빙음식점
순대 맞아요?,음식반찬소스이름문의,홀서빙음식점
소금은 저거예요?,양념소스요구,홀서빙음식점
여기 깍두기 두 개만 더 주시면 안 돼요?,추가반찬요청,홀서빙음식점
여기 얼마에요?,계산서요청,홀서빙음식점
현금으로 내야 돼요?,결제방식선택,홀서빙음식점
여기 언제 쉬어요?,휴일문의,홀서빙음식점
밀면이 비빔면이에요?,메뉴판에있는음식에대한질문,홀서빙음식점
이 집에서 잘 나가는 게 뭐예요?,베스트메뉴문의,홀서빙음식점
만두는 뭐가 맛있어요?,메뉴추천요청,홀서빙음식점
잎새 만두하고 멸치국수 주세요,식사주문,홀서빙음식점
계란은 삶은 거예요?,식재료문의,홀서빙음식점
구운 계란 500원이에요?,가격문의,홀서빙음식점
여기 국수 전문집이에요?,매장확인,홀서빙음식점
선지 국수는 뭐예요?,메뉴판에있는음식에대한질문,홀서빙음식점
반찬은 셀프예요?,셀프서비스문의,홀서빙음식점
휴지는 없나요?,넵킨물수건요청,홀서빙음식점
물은 셀프예요?,셀프서비스문의,홀서빙음식점
여기 24시간 영업해요?,영업시간문의,홀서빙음식점
차를 도로변 바닷가에 그냥 대 놨거든요 오늘 같은 날에도 단속해요?,주차공간문의,홀서빙음식점
계산할게요,계산서요청,홀서빙음식점
공용에 차 대면 여기서 쿠폰을 주시는 거예요?,주차권주차도장요구,홀서빙음식점
냉면 돼요?,메뉴문의,홀서빙음식점
피냉면 많이 매워요?,맛에대한질문,홀서빙음식점
매운맛은 불닭볶음면처럼 많이 매워요?,맛에대한질문,홀서빙음식점
피냉면하고 떡갈비 추가하면 1명이 먹기에 양이 좀 많아요?,양에대한질문,홀서빙음식점
피냉면 매운맛은 조절이 안 돼요?,매운정도조절요청,홀서빙음식점
피냉면 중간맛 하고 갈비만두 그렇게 주세요,식사주문,홀서빙음식점
여기 북촌 삼청동에 있는 거하고 체인점 맞아요? ,본점지점문의,홀서빙음식점
몇 시에 오면 좀 한가해요?,여유있는시간문의,홀서빙음식점
비빔만두도 전부 다 튀기는 거죠?,조리상태에대한질문,홀서빙음식점
곤드레에 국물 나오던가?,메뉴판에있는음식에대한질문,홀서빙음식점
이거 한 개하고 이거 한 개하고 곤드레 이렇게 주세요,식사주문,홀서빙음식점
수정과 원래 있었어요?,후식문의,홀서빙음식점
그냥 떠가 먹으면 돼요?,후식문의,홀서빙음식점
고추장 좀 주세요,양념소스요구,홀서빙음식점
허니 찜닭은 무슨 맛이에요?,맛에대한질문,홀서빙음식점
안동찜닭은 그냥 안동찜닭이에요?,메뉴판에있는음식에대한질문,홀서빙음식점
양이 좀 어느 정도에요?,양에대한질문,홀서빙음식점
황금찜닭은 어떤 맛이에요?,맛에대한질문,홀서빙음식점
그럼 제일 맛있는 게 뭐예요?,메뉴추천요청,홀서빙음식점
황금찜닭은 맵지 않아요?,맛에대한질문,홀서빙음식점
여기 안동찜닭으로 약간 매운맛으로 주세요,식사주문,홀서빙음식점
스프라이트 이거는 공짜예요?,서비스문의,홀서빙음식점
치즈찜닭에는 치즈 많이 들어가나요?,메뉴판에있는음식에대한질문,홀서빙음식점
공깃밥 하나 얼마에요?,가격문의,홀서빙음식점
공깃밥 하나만 주세요,식사추가주문,홀서빙음식점
여기 주차장는 없어요?,주차공간문의,홀서빙음식점
여기 언제 오픈했어요?,영업기간문의,홀서빙음식점
빨리 나오나요 여기 밥은?,주문메뉴대기시간문의,홀서빙음식점
포장은 가능해요?,포장문의,홀서빙음식점
얼마부터 가능해예?,포장가능금액문의,홀서빙음식점
저녁에 몇 시까지 주문돼요?,클로징시간문의,홀서빙음식점
배달도 돼요?,배달문의,홀서빙음식점
명함은 없어요?,매장연락처요청,홀서빙음식점
수저는 어디 있나요?,수저요청,홀서빙음식점
배달해도 이 사이다 주나요?,서비스문의,홀서빙음식점
보통 10시에 시작하는 거죠?,오픈시간문의,홀서빙음식점
여기 서울식인데 경상도하고 맛이 많이 달라요?,맛에대한질문,홀서빙음식점
굴국밥 있던데 밥이 따로 나와예 안에 들어있어예?,메뉴판에있는음식에대한질문,홀서빙음식점
콩나물국밥 이거 좀 매워요?,맛에대한질문,홀서빙음식점
순두부국밥 따로국밥 매워요?,맛에대한질문,홀서빙음식점
저희 굴국밥 요거 주시는데 밥하고 따로 좀 주세요,식사주문,홀서빙음식점
따뜻한 물 좀 주시겠어요?,물요청,홀서빙음식점
화장실 어딨어요?,화장실문의,홀서빙음식점
수저는 어디 있어요?,수저요청,홀서빙음식점
저기 육수 캔이라는 거는 다 파시는 거예요?,반찬판매문의,홀서빙음식점
혹시 배달은 하시는가예?,배달문의,홀서빙음식점
저녁에는 몇 시까지 하시는데예?,클로징시간문의,홀서빙음식점
영수증 주세요,영수증요청,홀서빙음식점
컵밥 어떤 거 괜찮아요?,메뉴추천요청,홀서빙음식점
어떤 종류 있어요?,메뉴문의,홀서빙음식점
컴밥에서 밥 위에는 어떤 거 괜찮아요?,메뉴추천요청,홀서빙음식점
점보 치킨마요 컵밥은 좀 큰 치킨이 들어가는 거라예?,메뉴판에있는음식에대한질문,홀서빙음식점
데리야키는 어떤 거라예?,메뉴판에있는음식에대한질문,홀서빙음식점
매콤 제육 닭갈비는 많이 매워요?,맛에대한질문,홀서빙음식점
저걸로 하나 주세요,식사주문,홀서빙음식점
얼마에요?,계산서요청,홀서빙음식점
여기 카카오페이도 되는가 보지예?,카카오페이삼성페이결제,홀서빙음식점
배달도 돼요?,배달문의,홀서빙음식점
배달료 따로 내야 돼요?,배달비문의,홀서빙음식점
할인카드나 적립카드 있어요?,포인트적립문의,홀서빙음식점
물 그냥 여기서 마시면 돼요?,셀프서비스문의,홀서빙음식점
영수증 주시겠어요?,영수증요청,홀서빙음식점
물휴지 하나만 주시겠어요?,넵킨물수건요청,홀서빙음식점
몇 시부터 몇 시까지 하시는 거예요?,영업시간문의,홀서빙음식점
배달은 몇 시까지해요?,영업시간문의,홀서빙음식점
통추어탕은 어떤 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
돈가스 언제부터 하셨어예?,메뉴문의,홀서빙음식점
그냥 추어탕 하나 주세요,식사주문,홀서빙음식점
저 뜨거운거 잘 못 먹어서 너무 안 끓이셔도 돼요,조리상태요청,홀서빙음식점
점심때는 몇 시부터 하시는데요?,오픈시간문의,홀서빙음식점
쉬는 날 있으세요 혹시?,휴일문의,홀서빙음식점
배달은 하시나요?,배달문의,홀서빙음식점
따뜻한 물 마실라 카면,물요청,홀서빙음식점
여기 얼마에요?,계산서요청,홀서빙음식점
여기 카카오페이도 결제되는가요? 삼성페이라고 들어보셨어요?,카카오페이삼성페이결제,홀서빙음식점
저녁에 예약되는가예?,예약문의,홀서빙음식점
커피 이거 마셔도 되는가요?,후식문의,홀서빙음식점
한 명인데 먹을 수 있나요?,1인식사자리요청,홀서빙음식점
강아지를 데려와도 괜찮겠어요?,애견출입문의,홀서빙음식점
요건 뭐예요? 육수에요?,음식반찬소스이름문의,홀서빙음식점
종이컵 하나 써도 되죠?,컵사용문의,홀서빙음식점
한우국도 포장됩니까?,포장주문문의,홀서빙음식점
제일 작게 되는 거 얼마치 포장돼요?,포장가능금액문의,홀서빙음식점
한 통에 얼마에요?,가격문의,홀서빙음식점
16000원이면 몇 명 정도 먹을 수 있어요?,양에대한질문,홀서빙음식점
고기 많이 들었어요?,메뉴판에있는음식에대한질문,홀서빙음식점
물 여기 반만 좀 채워주세요,물요청,홀서빙음식점
와이파이도 돼요?,와이파이문의,홀서빙음식점
앞접시 하나 주세요,앞접시요청,홀서빙음식점
요거요 포장 하나 해주세요,새음식포장요구,홀서빙음식점
카드 드리면 되죠?,결제방식선택,홀서빙음식점
휴무날은 없어요?,휴일문의,홀서빙음식점
브레이크 타임도 없는가봐요?,브레이크타임문의,홀서빙음식점
월령소바죠?,매장확인,홀서빙음식점
혹시 배달되나요?,배달문의,홀서빙음식점
그러면 메밀온소바는 가격이 어떻게 돼요?,가격문의,홀서빙음식점
메밀김치전병은 얼마에요?,가격문의,홀서빙음식점
그럼 메밀군만두는?,가격문의,홀서빙음식점
그러면 요거 세 개 하면 17000원이 넘나요?,가격문의,홀서빙음식점
그러면 메밀찐빵은 얼마에요?,가격문의,홀서빙음식점
여기가 성안 오피스텔이거든요 배달 가능 지역인가요?,배달장소범위문의,홀서빙음식점
지금 주문하면 얼마쯤 있다가 도착하나요?,배달시간문의,홀서빙음식점
그러면 17000원 넘으면 추가 배달료는 없다 그죠?,배달비문의,홀서빙음식점
그러면 그렇게 주문해주세요,식사주문,홀서빙음식점
카드 결제할게요,결제방식선택,홀서빙음식점
김밥 한 줄 할 건데 포장되는가요?,포장주문문의,홀서빙음식점
종류가 뭐 있죠?,메뉴문의,홀서빙음식점
김밥 사이즈가 좀 굵은 편인가요?,양에대한질문,홀서빙음식점
아재김밥 이게 살짝 매콤하다 했는데?,맛에대한질문,홀서빙음식점
야채 멸추는?,맛에대한질문,홀서빙음식점
청양고추? 저 좀 맵게 먹으려고 하는데,메뉴추천요청,홀서빙음식점
그냥 아재김밥 한 개만 포장 좀 해주세요,포장주문,홀서빙음식점
혹시 여기 카카오페이 결제돼요?,카카오페이삼성페이결제,홀서빙음식점
일반카드만 되는가요?,결제방식선택,홀서빙음식점
저희 단체 주문 나중에 하려면 언제쯤 전화드려야 돼요?,예약문의,홀서빙음식점
배달은 몇 인분 이상 배달되는가요?,배달가능범위문의,홀서빙음식점
죄송한데 나무젓가락 한 개만 더 주세요,식사도구요구,홀서빙음식점
단무지도 한 개만 더 주십시오,추가요청,홀서빙음식점
여기 포장되는가요?,포장주문문의,홀서빙음식점
매콤멸치김밥 많이 매워요?,맛에대한질문,홀서빙음식점
별미김밥에다가 매콤하게 한 게 매콤멸치김밥이에요?,메뉴판에있는음식에대한질문,홀서빙음식점
그냥 별미김밥이 일반김밥인 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
그거 한 개 포장 좀 해주세요,포장주문,홀서빙음식점
여기 몇 시까지 저녁에 하시는 거예요?,클로징시간문의,홀서빙음식점
혹시 저희 등산 갈 일 있어가지고 주문 좀 할라카면 언제쯤 연락을 드리면 되는지?,예약문의,홀서빙음식점
가지러 와야 되나요?,배달문의,홀서빙음식점
아침에는 몇 시에 하시는데예?,오픈시간문의,홀서빙음식점
영수증은?,영수증요청,홀서빙음식점
네 하나 주세요,매장연락처요청,홀서빙음식점
단무지는 다 따라 오는가예?,기본반찬요구,홀서빙음식점
젓가락도 넣어주지예?,수저요청,홀서빙음식점
여기 주차는 하는 데 있습니까?,주차공간문의,홀서빙음식점
김밥 포장되지예?,포장주문문의,홀서빙음식점
눈물김밥은 어떤 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
일반 김밥으로 한 줄 포장해주세요,포장주문,홀서빙음식점
여기 주차는 앞에 해도 되예?,주차공간문의,홀서빙음식점
영수증 주세요,영수증요청,홀서빙음식점
여기 저녁에 몇 시까지 하세요?,클로징시간문의,홀서빙음식점
아침에는예?,오픈시간문의,홀서빙음식점
주문할라 카면은 언제쯤 연락을 드려야 되예?,예약문의,홀서빙음식점
배달은 되나요?,배달문의,홀서빙음식점
포장은 다 되고?,포장주문문의,홀서빙음식점
단무지 넣어주시는가요?,기본반찬요구,홀서빙음식점
젓가락은 넣어주시는거에요?,수저요청,홀서빙음식점
휴지도 하나 있으면 넣어주세요,넵킨물수건요청,홀서빙음식점
김밥 좀 물어볼게예,메뉴문의,홀서빙음식점
매운김밥은 많이 매워요?,맛에대한질문,홀서빙음식점
충무김밥은 몇 개 들어가예?,양에대한질문,홀서빙음식점
반찬은 뭐 나와요?,기본반찬종류문의,홀서빙음식점
일반 김밥하께요 저희 산에 놀러 가는데 언제쯤 주문하면 돼요?,예약문의,홀서빙음식점
여기 24시간 하시는가예?,영업시간문의,홀서빙음식점
앞에 주차 잠깐해도 되요?,주차공간문의,홀서빙음식점
단무지도 주시는가예?,기본반찬요구,홀서빙음식점
배달은 안 되시지예?,배달문의,홀서빙음식점
점심때 배달 많이 하시나 봐요?,배달문의,홀서빙음식점
앱으로도 배달하세요?,배달앱문의,홀서빙음식점
단무지 하나 좀 주시겠어요?,기본반찬요구,홀서빙음식점
젓가락도 한 개만 넣어주세요,수저요청,홀서빙음식점
카드로 결제할게요 ,결제방식선택,홀서빙음식점
영수증 주시고요,영수증요청,홀서빙음식점
명함 하나 주시겠어요?,매장연락처요청,홀서빙음식점
네 있네요 그럼 점심때는 배달되신다 그지예?,배달문의,홀서빙음식점
안녕하세요 혼자 식사돼요?,1인식사자리요청,홀서빙음식점
손칼국수 하나 주세요,식사주문,홀서빙음식점
양을 반쯤 해주세요,양에대한요청,홀서빙음식점
칼국수를 금방 밀어서 주시는 거예요?,식재료공급문의,홀서빙음식점
여기다 콩가루 넣으면 더 맛있죠?,맛에대한질문,홀서빙음식점
경남엔 아무것도 안 넣어요?,조리방법문의,홀서빙음식점
이거는 그거 아닙니까? 고추장에,음식반찬소스이름문의,홀서빙음식점
이거를 고추장에 재워서 말려가지고 먹더라고요 맞죠?,조리방법문의,홀서빙음식점
고추가 들어가니까 확실히 맛있네요,맛에대한질문,홀서빙음식점
육수도 멸치 육수에요?,식재료문의,홀서빙음식점
자리 있어요?,빈자리문의,홀서빙음식점
2인석으로요? ,빈자리문의,홀서빙음식점
물비빔국수가 어떤 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
떡볶이는 되죠?,특정메뉴문의,홀서빙음식점
떡볶이 하나 부탁드리께요,식사주문,홀서빙음식점
마요떡볶이는 떡볶이 위에 마요네즈 올려주는 거예요?,메뉴판에있는음식에대한질문,홀서빙음식점
그러면 마요떡볶이로 해주세요,주문변경,홀서빙음식점
물은 여기 갖고가면 돼요?,셀프서비스문의,홀서빙음식점
여기 안 바쁜 시간이 언제예요?,여유있는시간문의,홀서빙음식점
김밥 싸놓은 거 있어요?,조리상태에대한질문,홀서빙음식점
여는 다 재료를 직접 하신다 그러셔가지고,식재료공급문의,홀서빙음식점
여기 배달은 안 하시잖아요?,배달문의,홀서빙음식점
퀵은 해요?,퀵문의,홀서빙음식점
전화로 다 주문하나요?,배달주문문의,홀서빙음식점
그러면 떡볶이 말고 또 뭐 있어요?,배달주문문의,홀서빙음식점
김가스는 뭐예요?,메뉴판에있는음식에대한질문,홀서빙음식점
여기 수성 4가인데 배달되나요?,배달장소범위문의,홀서빙음식점
여기에 주차해도 돼요?,주차공간문의,홀서빙음식점
네 얼마예요?,가격문의,홀서빙음식점
젓가락은 안 주셔도 돼요,추가요청,홀서빙음식점
진미김밥은 뭐예요?,메뉴판에있는음식에대한질문,홀서빙음식점
포장도 다 되나요?,포장주문문의,홀서빙음식점
그러면 떡볶이만 포장 좀 해갈 수 있어요?,포장주문문의,홀서빙음식점
저거 2500원 맞아요?,가격문의,홀서빙음식점
몇 분 정도 걸려요?,주문메뉴대기시간문의,홀서빙음식점
물 한 컵 먹어도 돼요?,물요청,홀서빙음식점
돈은 먼저 드리려고요 2500원 여기 있습니다,계산서요청,홀서빙음식점
영수증 하나 끊어줄 수 있어요?,영수증요청,홀서빙음식점
떡볶이 만두 오뎅 세트로 하면 좀 더 싸겠다 그죠?,세트메뉴종류문의,홀서빙음식점
여기는 몇 시까지 해요?,클로징시간문의,홀서빙음식점
여기 5000원 이상 쿠폰제가 뭐예요?,쿠폰사용방법문의,홀서빙음식점
떡복이 언제 나와요?,주문메뉴대기시간문의,홀서빙음식점
혹시 예약 되나요?,예약문의,홀서빙음식점
이번주 토요일에 예약하려고 하는데요,예약문의,홀서빙음식점
저 6시 예약 인데 조금 일찍왔는데 괜찮을까요?,예약문의,홀서빙음식점
아직 일행이 안와서 그런데 조금 이따가 주문해도 될까요?,웨이팅여부문의,홀서빙음식점
저희 주문 할께요,식사주문,홀서빙음식점
참치 스페셜 세트 하나랑 사케 하나 가져다 주세요,식사주문,홀서빙음식점
어디에 앉으면 되나요?,빈자리문의,홀서빙음식점
메뉴판 좀 볼 수 있을까요?,메뉴판요청,홀서빙음식점
어떤 메뉴가 제일 인기있어요?,베스트메뉴문의,홀서빙음식점
그럼 a세트로 주세요,식사주문,홀서빙음식점
음료도 2잔 추가해주세요,음료술주문,홀서빙음식점
바빠서 예약 못하고 왔는데 자리 있나요?,빈자리문의,홀서빙음식점
세트메뉴 1번으로 주문할게요,식사주문,홀서빙음식점
콜라랑 커피 하나씩 주세요,음료술주문,홀서빙음식점
혹시 음료할인권 사용하려면 어떻게 해야하나요?,할인쿠폰사용,홀서빙음식점
예약했는데 어디 앉아야 되나요?,예약자리문의,홀서빙음식점
네 조용한 자리 부탁드려요.,원하는자리요구,홀서빙음식점
네 이벤트 런치세트 4인으로 주세요,식사주문,홀서빙음식점
지금 식사 가능합니까?,오픈시간문의,홀서빙음식점
창가 자리에서 식사할 수 있을까요?,원하는자리요구,홀서빙음식점
지금 런치 세트 주문 가능한가요?,식사주문,홀서빙음식점
이 두 메뉴의 차이는 뭔가요?,두메뉴의차이에대한질문,홀서빙음식점
이 메뉴로 주문하면 얼마나 걸리나요?,주문메뉴대기시간문의,홀서빙음식점
오늘 5명예약되나요?,예약문의,홀서빙음식점
베이비체어 있나요?,의자요청,홀서빙음식점
그집은 뭐가 제일 맛있어요?,메뉴추천요청,홀서빙음식점
주차비용은 얼마에요?,주차비문의,홀서빙음식점
이번주 금요일에 예약을 하려고 하는데 가능한가요?,예약문의,홀서빙음식점
메뉴도 지금 정할게요,식사주문,홀서빙음식점
혹시 요일마다 할인되는 메뉴가 있나요?,할인메뉴문의,홀서빙음식점
그러면 류산슬밥 7개에 탕수육 중자로 4개 준비해주세요,식사주문,홀서빙음식점
내일 가려고 하는데 전화로 예약 가능한가요?,예약문의,홀서빙음식점
그럼 내일 오후 2시에 예약 부탁드릴게요,예약문의,홀서빙음식점
아 되도록 창가석으로 배치해주세요,원하는자리요구,홀서빙음식점
오늘의 메뉴는 어떤 종류가 있나요?,매일달라지는'오늘의메뉴'문의,홀서빙음식점
불고기 정식에는 국물 음식도 있나요?,세트메뉴문의,홀서빙음식점
정식에 음료도 포함되어 있나요?,세트메뉴문의,홀서빙음식점
"4명이 왔는데, 서비스 주시나요?",서비스문의,홀서빙음식점
그러면 반찬은 많이 주실 수 있나요?,추가반찬요청,홀서빙음식점
내일 예약 가능한가요?,예약문의,홀서빙음식점
다섯 명 식사가능한가요?,빈자리문의,홀서빙음식점
광어랑 우럭 회 2kg 얼마나 하죠?,가격문의,홀서빙음식점
그럼 우럭은 kg당 얼마인가요?,가격문의,홀서빙음식점
저렴하게 해주실 수 없나요?,가격문의,홀서빙음식점
그러면 우럭 1.5kg 주시겠어요?,식사주문,홀서빙음식점
오늘 영업하시나요?,휴일문의,홀서빙음식점
몇시까지 영업하시나요?,클로징시간문의,홀서빙음식점
오늘 예약 가능한가요?,예약문의,홀서빙음식점
그럼 그렇게 예약 해주세요.,예약문의,홀서빙음식점
혹시 선결제도 가능한가요?,선결제문의,홀서빙음식점
메뉴판 좀 볼 수 있을까요?,메뉴판요청,홀서빙음식점
추천 메뉴가 있나요?,메뉴추천요청,홀서빙음식점
접시 두개만 주시겠어요?,앞접시요청,홀서빙음식점
카드결제도 가능한가요?,결제방식선택,홀서빙음식점
가게 명함 하나 받을 수 있을까요?,매장연락처요청,홀서빙음식점
한식 되나요?,식사주문,홀서빙음식점
예약하고 왔는데 테이블 세팅되어 있나요? ,예약자리문의,홀서빙음식점
어디에 앉으면 되나요?,빈자리문의,홀서빙음식점
웨이팅 있나요?,대기자수문의,홀서빙음식점
메뉴는 어떻게 되나요?,메뉴문의,홀서빙음식점
예약 가능한가요?,예약문의,홀서빙음식점
2월 14일 오후 12시에 가능한가요?,예약문의,홀서빙음식점
6명이 같이 앉을 수 있는 자리가 있나요?,인원수에맞는자리요구,홀서빙음식점
"메뉴는 불고기, 김치전으로 해주세요.",식사주문,홀서빙음식점
12시에 바로 식사할 수 있게 준비해주세요.,예약문의,홀서빙음식점
메뉴판 주실 수 있으세요?,메뉴판요청,홀서빙음식점
지금은 런치메뉴 주문 가능한가요?,런치메뉴주문문의,홀서빙음식점
그럼 이 메뉴와 이 메뉴 두 개로 주문할게요,식사주문,홀서빙음식점
저녁식사 가능한가요 ?,영업시간문의,홀서빙음식점
요새 어떤 메뉴가 제일 잘나가나요 ?,베스트메뉴문의,홀서빙음식점
곱빼기 가능한가요 ?,양에대한요청,홀서빙음식점
오늘은 뭐가 맛있나요?,메뉴추천요청,홀서빙음식점
그러면 광어초밥이랑 연어초밥 주세요,식사주문,홀서빙음식점
그러면 연어초밥 빼고 소바주세요.,주문변경,홀서빙음식점
콜라 하나 주세요.,음료술주문,홀서빙음식점
치즈돈가스랑 메밀국수 세트 가격이 얼마죠?,가격문의,홀서빙음식점
공기밥 추가하면 얼마인가요?,가격문의,홀서빙음식점
나갈 때 치즈돈가스 포장 가능한가요?,새음식포장요구,홀서빙음식점
혹시 내일 저녁 여섯시에 식사 예약 가능한가요?,예약문의,홀서빙음식점
카드랑 현금으로 분할 결제 가능한가요?,결제방식선택,홀서빙음식점
5명 자리 있나요?,빈자리문의,홀서빙음식점
오늘의 스페셜 메뉴는 무엇일까요?,매일달라지는'오늘의메뉴'문의,홀서빙음식점
혹시 세트메뉴도 있을까요?,세트메뉴문의,홀서빙음식점
어린이용 식기세트도 준비되나요?,앞접시요청,홀서빙음식점
음료수는 종류가 어떻게 되죠?,음료술주문,홀서빙음식점
오늘 16명 자리를 예약할 수 있나요? ,예약문의,홀서빙음식점
오후 7시에 예약하고 싶은데 가능할까요?,예약문의,홀서빙음식점
"네, 그리고 음식은 미리 주문하겠습니다.",식사주문,홀서빙음식점
지금 주문 가능한가요?,식사주문,홀서빙음식점
전골종류 1인분도 주문이 되나요?,식사주문,홀서빙음식점
점심 특선이 따로 있나요?,런치메뉴주문문의,홀서빙음식점
계산은 선불인가요?,선결제문의,홀서빙음식점
